movieId,nameEnglish,time,info_addr,grade,type,picture
3942,Dummy,2002,tt0246592,6.8,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTU2NTA3MTEzN15BMl5BanBnXkFtZTYwOTkwNzg2._V1_SX300.jpg
3943,Lost in Translation,2003,tt0335266,7.7,Drama,https://m.media-amazon.com/images/M/MV5BMTI2NDI5ODk4N15BMl5BanBnXkFtZTYwMTI3NTE3._V1_SX300.jpg
3945,Millennium Actress,2001,tt0291350,7.9,"Animation, Drama, Fantasy, Romance",https://m.media-amazon.com/images/M/MV5BNTljMmIyZWEtNzQ1Ni00NTdmLWIzMmYtMmIzZDAzOTc0ZGY2XkEyXkFqcGdeQXVyNjUxMDQ0MTg@._V1_SX300.jpg
3982,Anything Else,2003,tt0313792,6.4,"Comedy, Romance",https://m.media-amazon.com/images/M/MV5BNjkyNjYyMzAzNV5BMl5BanBnXkFtZTYwMTMxNDU3._V1_SX300.jpg
3983,Cold Creek Manor,2003,tt0331468,5.0,"Drama, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BMTc4OTIwNDgzOF5BMl5BanBnXkFtZTcwNDYwNDAwMQ@@._V1_SX300.jpg
3985,Secondhand Lions,2003,tt0327137,7.5,"Comedy, Drama, Family",https://m.media-amazon.com/images/M/MV5BMDExNDM3OGQtYjI3ZC00MmE0LWE0OGEtMzgxZDY2MDE1MDFjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg
3986,Underworld,2003,tt0320691,7.0,"Action, Fantasy, Thriller",https://m.media-amazon.com/images/M/MV5BMTk1OTc2ZmUtODU0Yy00NGJiLWJmNmQtODI0MzBjODk3MjI4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg
3987,Bubba Ho-Tep,2002,tt0281686,7.0,"Comedy, Fantasy, Horror, Mystery, Western",https://m.media-amazon.com/images/M/MV5BODk2OGY3ZTItMDJiNi00MzU4LTkyY2EtODczZjE1MjVhYjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
3992,In This World,2002,tt0310154,7.4,Drama,https://m.media-amazon.com/images/M/MV5BNjUwOTUxNTU2OF5BMl5BanBnXkFtZTcwMjUzNTAwMQ@@._V1_SX300.jpg
3995,Duplex,2003,tt0266489,5.9,Comedy,https://m.media-amazon.com/images/M/MV5BODAzNmI0MTYtMzZlNi00Yjk5LThhMjItOTFkMDRhNjdhYjUxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
3997,Under the Tuscan Sun,2003,tt0328589,6.7,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BOGY5ZjQ4M2ItMjQ0NC00NjY4LWIwYmEtMTIxNzFmNjA4YmJlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg
4000,Luther,2003,tt0309820,6.6,"Biography, Drama, History",https://m.media-amazon.com/images/M/MV5BMTU5NjQ1MTQ0M15BMl5BanBnXkFtZTgwNDUwNzgwMzE@._V1_SX300.jpg
4001,Mambo Italiano,2003,tt0330602,6.7,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BNDk1Mzk3NjYxOF5BMl5BanBnXkFtZTcwMjAzMDUyMQ@@._V1_SX300.jpg
4002,My Life Without Me,2003,tt0314412,7.5,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BNDZjZWE5NWItMzVkMi00ODU1LTg5YWYtNmU1NjhkZWI3MGQxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg
4004,To Be and to Have,2002,tt0318202,7.8,"Documentary, Family",https://m.media-amazon.com/images/M/MV5BMDAxZjUxMTYtYjE3Yy00YzYyLWI5ZjMtMDAwYzZkMzgyOGIzXkEyXkFqcGdeQXVyMzI4NjE0Ng@@._V1_SX300.jpg
4007,Life and Debt,2001,tt0284262,7.6,Documentary,https://m.media-amazon.com/images/M/MV5BMTA5MjQ2NjIyMTFeQTJeQWpwZ15BbWU3MDUwNjEzMjE@._V1_SX300.jpg
4008,Lagaan: Once Upon a Time in India,2001,tt0169102,8.1,"Adventure, Drama, Musical, Sport",https://m.media-amazon.com/images/M/MV5BNDYxNWUzZmYtOGQxMC00MTdkLTkxOTctYzkyOGIwNWQxZjhmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
4022,Avalon,2001,tt0267287,6.4,"Action, Drama, Fantasy, Sci-Fi, Thriller",https://m.media-amazon.com/images/M/MV5BNTdiM2RkY2ItYjIyZC00MTUyLTk1MzEtYjY5NDExN2I1MzllXkEyXkFqcGdeQXVyODkxMTU1Njc@._V1_SX300.jpg
4052,Ginger Snaps,2000,tt0210070,6.8,"Drama, Fantasy, Horror",https://m.media-amazon.com/images/M/MV5BMjY4OWNjYWQtODM2NC00MDk3LTgzMDgtM2QzZWFmYTNlNDk2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
4094,Out of Time,2003,tt0313443,6.5,"Crime, Drama, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BMjAxMTMzNTI5Ml5BMl5BanBnXkFtZTcwNDAwMTQ2NA@@._V1_SX300.jpg
4095,School of Rock,2003,tt0332379,7.1,"Comedy, Music",https://m.media-amazon.com/images/M/MV5BMjEwOTMzNjYzMl5BMl5BanBnXkFtZTcwNjczMTQyMQ@@._V1_SX300.jpg
4100,Wonderland,2003,tt0335563,6.6,"Crime, Drama, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BY2YyOWQ2NWUtM2VhYS00MGEyLTg0ZDAtOThiNDcyNWE2NzE4L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
4101,Bus 174,2002,tt0340468,7.8,"Documentary, Crime",https://m.media-amazon.com/images/M/MV5BMTI4OTM5ODkwMl5BMl5BanBnXkFtZTcwNjQyMTQyMQ@@._V1_SX300.jpg
4102,Mystic River,2003,tt0327056,7.9,"Crime, Drama, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_SX300.jpg
4105,Intolerable Cruelty,2003,tt0138524,6.2,"Comedy, Crime, Romance",https://m.media-amazon.com/images/M/MV5BMTU2OTc5Mjc0N15BMl5BanBnXkFtZTYwMDYyMjg3._V1_SX300.jpg
4106,Kill Bill: Vol. 1,2003,tt0266697,8.1,"Action, Crime, Thriller",https://m.media-amazon.com/images/M/MV5BNzM3NDFhYTAtYmU5Mi00NGRmLTljYjgtMDkyODQ4MjNkMGY2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg
4111,Runaway Jury,2003,tt0313542,7.1,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BOTcwMmE5YWItNDkzMi00Yjk2LTk5ZjItMmY5ZDhhNWE0ZWRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
4113,Pieces of April,2003,tt0311648,7.0,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BNDQyMDM3MzIyMl5BMl5BanBnXkFtZTcwMzUwMDU2NA@@._V1_SX300.jpg
4114,Returner,2002,tt0339579,6.4,"Action, Adventure, Sci-Fi",https://m.media-amazon.com/images/M/MV5BMTlhMzVlZDAtYTdmYy00ZTEwLWI5ZjAtNWU3NWMyYmRiYmYyXkEyXkFqcGdeQXVyNjk5NzY4OTk@._V1_SX300.jpg
4115,Sylvia,2003,tt0325055,6.3,"Biography, Drama, Romance",https://m.media-amazon.com/images/M/MV5BODY2ZDNiODktYWU2Yy00OTdmLWI3YmUtMTllODY4NTlhMzNkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
4116,Veronica Guerin,2003,tt0312549,6.9,"Biography, Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BZWZhZDdiMDYtYTRkMi00MzEzLWI0NjgtZjJjODFmN2ZjNmZmXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg
4117,In the Cut,2003,tt0199626,5.3,"Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BZjc5NzdiMjYtMWE5NC00MWEzLThiNmYtZjE4MjllZjgwYTU5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
4118,Beyond Borders,2003,tt0294357,6.5,"Adventure, Drama, Romance, War",https://m.media-amazon.com/images/M/MV5BMTI0NDk2MzMyM15BMl5BanBnXkFtZTYwMTY3Njk2._V1_SX300.jpg
4119,Radio,2003,tt0316465,6.9,"Biography, Drama, Sport",https://m.media-amazon.com/images/M/MV5BMGEwZTk3ZWEtYWY4MS00MGEzLWI4ZWQtZjhhZjFiM2ZiNzc0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
4120,Scary Movie 3,2003,tt0306047,5.5,Comedy,https://m.media-amazon.com/images/M/MV5BNDE2NTIyMjg2OF5BMl5BanBnXkFtZTYwNDEyMTg3._V1_SX300.jpg
4121,Brother Bear,2003,tt0328880,6.8,"Animation, Adventure, Comedy, Family, Fantasy",https://m.media-amazon.com/images/M/MV5BMTIyNTAyNDYxNF5BMl5BanBnXkFtZTYwNjYwMjg2._V1_SX300.jpg
4122,Elephant,2003,tt0363589,7.2,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BZWRhNDZkMzQtZDQ3Ny00NjdjLWJmZjAtMWQxNDQyZTYzZjU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
4130,Sweet Sixteen,2002,tt0313670,7.5,"Crime, Drama",https://m.media-amazon.com/images/M/MV5BMjg5MjQ3NjQ5OV5BMl5BanBnXkFtZTYwNDkxNjk5._V1_SX300.jpg
4134,Interstate 60: Episodes of the Road,2002,tt0165832,7.7,"Adventure, Comedy, Drama, Fantasy",https://m.media-amazon.com/images/M/MV5BZDYwYzlhOTAtNDAwMC00ZTBhLWI4M2QtMTA1NmJhYTdiNTkxXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg
4164,Shattered Glass,2003,tt0323944,7.1,"Drama, History",https://m.media-amazon.com/images/M/MV5BMjExNDI2OTc2MF5BMl5BanBnXkFtZTYwOTA5MjM3._V1_SX300.jpg
4168,Elf,2003,tt0319343,6.9,"Comedy, Family, Fantasy, Romance",https://m.media-amazon.com/images/M/MV5BMzUxNzkzMzQtYjIxZC00NzU0LThkYTQtZjNhNTljMTA1MDA1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
4170,Billabong Odyssey,2003,tt0379713,7.0,"Documentary, Action, Adventure, Sport",https://m.media-amazon.com/images/M/MV5BOTU4NTg4ODE4MV5BMl5BanBnXkFtZTcwMzY5MzQyMQ@@._V1_SX300.jpg
4174,Love Actually,2003,tt0314331,7.6,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTY4NjQ5NDc0Nl5BMl5BanBnXkFtZTYwNjk5NDM3._V1_SX300.jpg
4178,Looney Tunes: Back in Action,2003,tt0318155,5.7,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi",https://m.media-amazon.com/images/M/MV5BMTkxNDk5MDQ2MF5BMl5BanBnXkFtZTYwMTA0Nzc2._V1_SX300.jpg
4179,Master and Commander: The Far Side of the World,2003,tt0311113,7.4,"Action, Adventure, Drama, History, War",https://m.media-amazon.com/images/M/MV5BMjA5NjYyMDM5NV5BMl5BanBnXkFtZTYwOTU5MDY2._V1_SX300.jpg
4180,Tupac: Resurrection,2003,tt0343121,7.9,"Documentary, Biography, Music",https://m.media-amazon.com/images/M/MV5BMTY4OTY1NzI4N15BMl5BanBnXkFtZTYwNDI5MzQ3._V1_SX300.jpg
4184,Gothika,2003,tt0348836,5.8,"Horror, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BMTYxNDA4OTAxNF5BMl5BanBnXkFtZTcwMTI5NjQzMw@@._V1_SX300.jpg
4185,21 Grams,2003,tt0315733,7.7,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMjA4MjI2OTM5N15BMl5BanBnXkFtZTcwNDA1NjUzMw@@._V1_SX300.jpg
4189,Bad Santa,2003,tt0307987,7.0,"Comedy, Crime, Drama",https://m.media-amazon.com/images/M/MV5BMjA4Njg1MDcwN15BMl5BanBnXkFtZTYwMzAxNjM3._V1_SX300.jpg
4191,Timeline,2003,tt0300556,5.6,"Action, Adventure, Sci-Fi, War",https://m.media-amazon.com/images/M/MV5BMTg5OTAyNDE3NV5BMl5BanBnXkFtZTYwOTkzMzE3._V1_SX300.jpg
4194,OT: Our Town,2002,tt0334029,7.3,Documentary,https://m.media-amazon.com/images/M/MV5BMTMwODcxMDM2NV5BMl5BanBnXkFtZTYwODgzMDg5._V1_SX300.jpg
4195,Devil's Playground,2002,tt0293088,7.0,Documentary,https://m.media-amazon.com/images/M/MV5BNDc2MzAzNjI0NF5BMl5BanBnXkFtZTcwODc5NjAyMQ@@._V1_SX300.jpg
4197,Journeys with George,2002,tt0312848,6.9,Documentary,https://m.media-amazon.com/images/M/MV5BMTY3MTQxMTk0Ml5BMl5BanBnXkFtZTcwMzU3MTUyMQ@@._V1_SX300.jpg
4254,Battle Royale,2000,tt0266308,7.6,"Adventure, Drama, Sci-Fi, Thriller",https://m.media-amazon.com/images/M/MV5BMTgxMmJhNjItMmFlMS00MWVlLWIyMjktYjUyYTI4MzA0YzgxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg
4270,Things You Can Tell Just by Looking at Her,2000,tt0210358,6.5,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BMjEwNjE4OTE4N15BMl5BanBnXkFtZTcwMzEzNjAyMQ@@._V1_SX300.jpg
4322,Hero,2002,tt0299977,7.9,"Action, Adventure, History",https://m.media-amazon.com/images/M/MV5BMWQ2MjQ0OTctMWE1OC00NjZjLTk3ZDAtNTk3NTZiYWMxYTlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
4328,Rivers and Tides: Andy Goldsworthy Working with Time,2001,tt0307385,7.9,Documentary,https://m.media-amazon.com/images/M/MV5BMTA2NjM3OTc2MDBeQTJeQWpwZ15BbWU3MDA1NjQxNjE@._V1_SX300.jpg
4371,In America,2002,tt0298845,7.7,Drama,https://m.media-amazon.com/images/M/MV5BOGY1YmUzN2MtNDQ3NC00Nzc4LWI5M2EtYzUwMGQ4NWM4NjE1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
4373,My Flesh and Blood,2003,tt0342804,8.3,Documentary,https://m.media-amazon.com/images/M/MV5BMTMyNjM0MTU2Nl5BMl5BanBnXkFtZTcwMjk0MjEzMQ@@._V1_SX300.jpg
4374,Honey,2003,tt0322589,5.3,"Drama, Music, Romance",https://m.media-amazon.com/images/M/MV5BMTIxODE4MTk0MF5BMl5BanBnXkFtZTcwMTg3NTAwMQ@@._V1_SX300.jpg
4379,Big Fish,2003,tt0319061,8.0,"Adventure, Drama, Fantasy, Romance",https://m.media-amazon.com/images/M/MV5BMmU3NzIyODctYjVhOC00NzBmLTlhNWItMzBlODEwZTlmMjUzXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg
4381,Something's Gotta Give,2003,tt0337741,6.7,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BODYyNmRlNDMtYzg1Zi00NzlhLWI4ZDMtZWUwOTQzMDZiYTQyXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg
4382,Stuck on You,2003,tt0338466,5.7,Comedy,https://m.media-amazon.com/images/M/MV5BMTYwODE1MTc3NF5BMl5BanBnXkFtZTcwMjQxMzQyMQ@@._V1_SX300.jpg
4383,Girl with a Pearl Earring,2003,tt0335119,6.9,"Biography, Drama, Romance",https://m.media-amazon.com/images/M/MV5BOTU3NTg5NDYtNWNkMC00ODZiLTljZjQtNjZhNjlhNjZiNDBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
4386,Mona Lisa Smile,2003,tt0304415,6.5,Drama,https://m.media-amazon.com/images/M/MV5BMTI0NjEwNDgwOV5BMl5BanBnXkFtZTYwOTI1NTA3._V1_SX300.jpg
4387,Calendar Girls,2003,tt0337909,6.9,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BMjE3NzcxMDU2MV5BMl5BanBnXkFtZTYwOTgyNTc2._V1_SX300.jpg
4390,House of Sand and Fog,2003,tt0315983,7.5,"Crime, Drama",https://m.media-amazon.com/images/M/MV5BMTIzMjQ5NzM2M15BMl5BanBnXkFtZTYwMzU2NDY3._V1_SX300.jpg
4392,Monster,2003,tt0340855,7.3,"Biography, Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMTI4NzI5NzEwNl5BMl5BanBnXkFtZTcwNjc1NjQyMQ@@._V1_SX300.jpg
4393,Cheaper by the Dozen,2003,tt0349205,5.8,"Comedy, Family",https://m.media-amazon.com/images/M/MV5BMTg0NzYxMjY0Ml5BMl5BanBnXkFtZTcwOTU0NDczMw@@._V1_SX300.jpg
4394,Cold Mountain,2003,tt0159365,7.2,"Adventure, Drama, History, Romance, War",https://m.media-amazon.com/images/M/MV5BMTY3NTc5NzcyOF5BMl5BanBnXkFtZTcwMDM0NjQyMQ@@._V1_SX300.jpg
4395,Paycheck,2003,tt0338337,6.3,"Action, Mystery, Sci-Fi, Thriller",https://m.media-amazon.com/images/M/MV5BMTczMzU5NDk4MV5BMl5BanBnXkFtZTYwNDQxNzc3._V1_SX300.jpg
4396,Peter Pan,2003,tt0316396,6.8,"Adventure, Family, Fantasy, Romance",https://m.media-amazon.com/images/M/MV5BMTM0ODI2MzA0NV5BMl5BanBnXkFtZTYwNjUzMzg2._V1_SX300.jpg
4399,Japanese Story,2003,tt0304229,6.7,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BODI3MWUwY2UtZGRhNi00ODU3LWI0OTYtY2Y4NTNlYTRiZjU1XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg
4401,Chasing Liberty,2004,tt0360139,6.1,"Comedy, Romance",https://m.media-amazon.com/images/M/MV5BMTU2MTg5NDg4N15BMl5BanBnXkFtZTYwMjQ1NDI3._V1_SX300.jpg
4403,Aileen: Life and Death of a Serial Killer,2003,tt0364930,7.1,"Documentary, Crime",https://m.media-amazon.com/images/M/MV5BZWZlY2JlMmYtMGU2YS00MDU0LWFiZDEtOGE2OTJiY2RiMDI5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
4405,Along Came Polly,2004,tt0343135,5.9,"Comedy, Romance",https://m.media-amazon.com/images/M/MV5BMTcxMDMwODg3Nl5BMl5BanBnXkFtZTYwMTM4NTY3._V1_SX300.jpg
4407,Torque,2004,tt0329691,4.1,"Action, Comedy, Crime",https://m.media-amazon.com/images/M/MV5BMjAxNDY3OTY2OV5BMl5BanBnXkFtZTcwMjYzMTQyMQ@@._V1_SX300.jpg
4408,Crimson Gold,2003,tt0371280,7.5,"Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMTQ5Njg3NDc3OF5BMl5BanBnXkFtZTcwNjA0OTUyMQ@@._V1_SX300.jpg
4409,Osama,2003,tt0368913,7.4,Drama,https://m.media-amazon.com/images/M/MV5BMTg3NTM5MDAxMF5BMl5BanBnXkFtZTcwNTk0OTQyMQ@@._V1_SX300.jpg
4434,Beyond Re-Animator,2003,tt0222812,5.9,"Comedy, Horror, Sci-Fi",https://m.media-amazon.com/images/M/MV5BMWJkZGFiYWQtZmU3ZS00NDhhLThlYzAtNzkzNjRhYTAxYjg3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
4467,Ichi the Killer,2001,tt0296042,7.0,"Action, Crime, Drama, Horror, Thriller",https://m.media-amazon.com/images/M/MV5BNDZmOWE3M2YtMDNkNC00YzFmLTljZTItNTk3NTlkODIxNGE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
4480,The Legend of Suriyothai,2001,tt0290879,6.6,"Action, Adventure, Drama, History, War",https://m.media-amazon.com/images/M/MV5BNDYyNzYxNzUwNV5BMl5BanBnXkFtZTcwODAxNTQyMQ@@._V1_SX300.jpg
4486,The Butterfly Effect,2004,tt0289879,7.6,"Drama, Sci-Fi, Thriller",https://m.media-amazon.com/images/M/MV5BODNiZmY2MWUtMjFhMy00ZmM2LTg2MjYtNWY1OTY5NGU2MjdjL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
4487,Win a Date with Tad Hamilton!,2004,tt0335559,5.6,"Comedy, Romance",https://m.media-amazon.com/images/M/MV5BMTM0ODcyNjA4NF5BMl5BanBnXkFtZTcwMjM3NjQyMQ@@._V1_SX300.jpg
4488,Touching the Void,2003,tt0379557,8.0,"Documentary, Adventure, Drama, Sport",https://m.media-amazon.com/images/M/MV5BMjExMzQ1NzMxOV5BMl5BanBnXkFtZTcwOTcyMDUyMQ@@._V1_SX300.jpg
4491,You Got Served,2004,tt0365957,3.8,"Drama, Music",https://m.media-amazon.com/images/M/MV5BZjkzZWZjZmMtMjliYi00Zjg5LTkzZGYtYzZkOGNhNzc5MzQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
4492,Latter Days,2003,tt0345551,7.0,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMjk4ODA4MDYyNl5BMl5BanBnXkFtZTcwMDM0NTUyMQ@@._V1_SX300.jpg
4493,Barbershop 2: Back in Business,2004,tt0337579,5.7,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BMTk4MTA2ODQ4MF5BMl5BanBnXkFtZTYwOTY1Njc3._V1_SX300.jpg
4494,Catch That Kid,2004,tt0337917,5.2,"Adventure, Comedy, Crime, Family, Mystery",https://m.media-amazon.com/images/M/MV5BOTcwMzMxNjUyM15BMl5BanBnXkFtZTYwNTY4MjY2._V1_SX300.jpg
4495,Miracle,2004,tt0349825,7.5,"Biography, Drama, History, Sport",https://m.media-amazon.com/images/M/MV5BMjEyOTk1OTcyNV5BMl5BanBnXkFtZTYwNjMzNDU3._V1_SX300.jpg
4517,Thirteen,2003,tt0328538,6.8,Drama,https://m.media-amazon.com/images/M/MV5BMTYzNDYxNzY2MF5BMl5BanBnXkFtZTYwNzk2NTc3._V1_SX300.jpg
4525,50 First Dates,2004,tt0343660,6.8,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMjAwMzc4MDgxNF5BMl5BanBnXkFtZTYwNjUwMzE3._V1_SX300.jpg
4526,Welcome to Mooseport,2004,tt0361925,5.2,"Comedy, Romance",https://m.media-amazon.com/images/M/MV5BMTk1NzI1NTczM15BMl5BanBnXkFtZTYwMTYwMTk2._V1_SX300.jpg
4529,Kitchen Stories,2003,tt0323872,7.3,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BMTIzNjEwNTc5MV5BMl5BanBnXkFtZTcwNzE3MjcyMQ@@._V1_SX300.jpg
4531,Monsieur Ibrahim,2003,tt0329388,7.4,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BNzI0MzYyMDY4MV5BMl5BanBnXkFtZTcwNzA1MDUyMQ@@._V1_SX300.jpg
4547,Against the Ropes,2004,tt0312329,5.3,"Biography, Drama, Romance, Sport",https://m.media-amazon.com/images/M/MV5BMjk1NWExNjctOTlmYy00ZjFlLThjN2ItN2FkMTI5YzVlZTY1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
4548,Confessions of a Teenage Drama Queen,2004,tt0361467,4.6,"Comedy, Family, Music, Romance",https://m.media-amazon.com/images/M/MV5BMTIzMDE0MDQ5Ml5BMl5BanBnXkFtZTcwNTUwMDUyMQ@@._V1_SX300.jpg
4549,EuroTrip,2004,tt0356150,6.6,Comedy,https://m.media-amazon.com/images/M/MV5BMTIxNjcxMDUxN15BMl5BanBnXkFtZTYwNjAxNTM3._V1_SX300.jpg
4551,Club Dread,2004,tt0331953,5.7,"Comedy, Horror, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BMjExNDgxMjEwNl5BMl5BanBnXkFtZTcwMTYzNzQyMQ@@._V1_SX300.jpg
4552,Dirty Dancing: Havana Nights,2004,tt0338096,6.0,"Drama, Music, Romance",https://m.media-amazon.com/images/M/MV5BMTAyMjUyNTk5MzNeQTJeQWpwZ15BbWU2MDI0NTYyNw@@._V1_SX300.jpg
4553,Twisted,2004,tt0315297,5.3,"Crime, Drama, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BMTg1OTk4NDA3M15BMl5BanBnXkFtZTcwMDYzOTQyMQ@@._V1_SX300.jpg
4555,Good Bye Lenin!,2003,tt0301357,7.7,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTI0MTg4NzI3M15BMl5BanBnXkFtZTcwOTE0MTUyMQ@@._V1_SX300.jpg
4556,Hidalgo,2004,tt0317648,6.7,"Action, Adventure, Biography, Drama, Sport, Western",https://m.media-amazon.com/images/M/MV5BMTgyNjg5MjcxMl5BMl5BanBnXkFtZTcwNDQxMzQyMQ@@._V1_SX300.jpg
4557,Starsky & Hutch,2004,tt0335438,6.1,"Comedy, Crime",https://m.media-amazon.com/images/M/MV5BMzU2NTQ1NTkxOV5BMl5BanBnXkFtZTcwNTE1MTEzMw@@._V1_SX300.jpg
4577,Agent Cody Banks 2: Destination London,2004,tt0358349,4.5,"Action, Adventure, Comedy, Family, Romance, Sci-Fi",https://m.media-amazon.com/images/M/MV5BMjE4NDg4MDgxNF5BMl5BanBnXkFtZTcwMTc3NTQyMQ@@._V1_SX300.jpg
4579,Secret Window,2004,tt0363988,6.6,"Drama, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BNmI5MWNlMjYtZTAxNy00N2Q3LTkwZDgtMWRjOWQ1ZjJiN2Y4XkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg
4580,Spartan,2004,tt0360009,6.5,"Action, Crime, Drama, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BMTI2NzcyMzIzM15BMl5BanBnXkFtZTYwNDU3NTQ3._V1_SX300.jpg
4581,Broken Wings,2002,tt0317842,7.5,Drama,https://m.media-amazon.com/images/M/MV5BMGYyY2ZiYjktYWY4My00ZWNjLTlmNGUtYmVkNzE4NzI0Nzk2XkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_SX300.jpg
4584,Wilbur Wants to Kill Himself,2002,tt0329767,6.9,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTk0MjA0MTc2OF5BMl5BanBnXkFtZTcwNjg0MzUyMQ@@._V1_SX300.jpg
4592,Dawn of the Dead,2004,tt0363547,7.3,"Action, Horror",https://m.media-amazon.com/images/M/MV5BN2M2ZmU2OGQtNmU5Yi00MTIyLTgwNWMtYjljMzZlYTdiNjBhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
4593,Eternal Sunshine of the Spotless Mind,2004,tt0338013,8.3,"Drama, Romance, Sci-Fi",https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_SX300.jpg
4594,Taking Lives,2004,tt0364045,6.2,"Crime, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BMTA3NDMyNzI5NTdeQTJeQWpwZ15BbWU3MDQxNDEyMzM@._V1_SX300.jpg
4596,Intermission,2003,tt0332658,6.8,"Comedy, Crime, Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTUyNjQzNzYyMF5BMl5BanBnXkFtZTcwNDg0MzUyMQ@@._V1_SX300.jpg
