0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
17492,20415,20450,1619,9646,14703,13684,17033,17972,16521,2972,16561,11157,14693,9339,13681,17974,6358,18487,11626,16614,1230,18956,6933,15651,12546,19875,13671,9665,16071,11612,4530,13126,13638,6034,5782,2739,17515,17032,18406,6353,13077,17944,12586,14150,677,9051,18501,14677,2745,14663
19862,29918,26466,15612,22841,17026,19331,22327,12542,11156,20362,15103,28194,17013,14147,30950,28238,26646,26609,18907,8466,23327,25837,23270,27335,16063,31880,27236,16522,7850,26561,22203,17012,14675,13080,13633,20367,25768,6620,18469,29933,9627,28117,11608,14163,15595,14660,9313,10763,29863,11150
19347,8465,7517,8464,15601,8732,18904,15594,8735,6912,20373,19887,17960,13635,19864,23334,3614,18876,20991,18426,18886,18871,8737,17508,18899,21634,8162,18908,19860,8166,23335,5486,9995,8165,16544,23962,4529,3383,23937,12539,19368,19337,20365,2942,19387,19937,6320,10770,22219,19365,5222
10768,6320,6912,8737,3614,13644,5486,3383,8166,21607,5763,2498,9629,3156,9310,27324,15601,3163,27427,28104,13635,23260,26525,22728,24477,2943,20989,28217,12048,29038,17943,17478,29936,18889,12540,26530,19861,25029,31827,9996,29830,30815,30769,20983,16064,17960,22780,27390,20970,19334,22225
6912,5486,3614,8166,6320,8737,10768,3383,21607,2498,3156,9629,5763,13644,9310,13635,15601,27324,3163,27427,22728,17478,12048,2943,23260,28104,20983,20989,16064,24477,9628,26525,9996,17943,19864,17960,22219,7226,12540,23320,8734,20970,28217,18889,27390,18871,18876,26530,19334,18886,29038
21607,5486,6912,22728,23260,10768,6320,8166,27324,2498,9629,24477,8737,3614,27427,16064,3383,3156,13644,2943,20983,5763,28104,20989,29936,28217,9996,26525,26530,31827,29830,27258,20970,17943,25029,18889,22225,3163,30795,12540,30926,29942,19334,29038,19339,32856,25076,30815,19924,9310,23320
23293,24619,23929,25912,23983,24606,24655,23316,21604,27417,23982,22246,22780,25753,21701,23308,25190,22188,19864,23955,23928,18887,28108,22322,28037,23320,23961,27451,23940,26479,21085,27258,23957,24450,28958,27319,22862,22219,28994,21608,21619,6320,27379,30820,21607,23874,27264,19342,23319,23884,26554
23294,17508,18904,25754,16544,13644,8166,9310,6320,10768,5763,15601,6912,5486,9629,21607,8737,17960,22219,19864,19857,19861,3383,27324,13635,3614,12539,18876,29038,28114,23983,27427,2943,3163,20989,21085,21652,23320,23902,2498,23260,19342,3156,12540,6632,20398,22780,19918,19367,23319,17961
23295,17988,23942,23293,22219,15594,19864,23294,15601,9310,8736,6320,26618,34195,6923,12539,21607,23939,8737,22813,25364,13644,5763,27348,23983,8732,19347,8166,23324,8464,9629,11154,10768,6632,13635,6944,20952,5486,23982,12575,27344,21085,8165,19861,23335,23928,27324,23929,23316,7226,21604
8737,6912,3614,6320,10768,5486,8166,3383,5763,21607,3156,15601,13644,9310,2498,12048,27324,28104,17478,13635,9629,26525,3163,25984,22219,22728,27427,19861,23260,19864,2943,30815,20989,21085,27390,25841,24477,26618,25076,17960,29038,21608,28217,22757,12539,16064,22780,17943,30769,20983,26530
6320,5486,8166,6912,3614,10768,8737,5763,3383,3156,21607,13644,2498,9310,15601,9629,27324,28104,13635,26525,3163,17478,22728,12048,27427,22219,23260,2943,19864,19861,22780,17960,29038,30815,26618,20989,25841,24477,18876,21085,7226,9996,28217,17943,12540,16064,20970,11152,23294,12539,20983
17020,20992,17028,19918,16075,18871,22231,20405,15594,21604,19389,4529,19350,19899,18886,19365,18869,6320,17959,18904,18430,17486,20971,22757,23284,18408,17542,19906,19865,19898,17508,18908,18876,19367,21045,17009,19356,21619,19909,16076,17509,3383,16544,18887,19368,18884,20373,18875,19864,20970,16532
22219,15601,19861,19864,21608,21085,22758,20952,17478,8737,13644,9310,6320,6912,23360,10768,26525,3614,8166,5486,20443,28104,5763,15594,23928,3383,13635,21607,19343,17960,26618,27324,12048,3156,23294,25203,25041,23940,5225,25841,12539,21604,29840,29038,22780,30815,2498,9629,27442,11152,3163
15601,22219,19861,8737,6320,9310,17478,13644,8166,10768,6912,3614,5486,19864,13635,3383,5763,17960,12048,15594,3156,21085,21607,20952,2498,12539,22758,26525,28104,19343,27324,23360,21608,20443,11152,8732,23294,26618,9629,3163,17508,5225,30815,18904,25841,27427,8465,4529,29038,18876,29840
16069,14657,15110,15598,16067,13640,8736,15601,15594,19860,19369,20978,15114,12051,19350,12539,8735,16070,9995,20373,19365,11606,17019,17028,17508,14656,18910,22754,14145,8732,26463,11610,8166,6912,21012,15600,18908,18407,16075,20365,14162,13635,21604,19865,27441,19937,17495,3614,22219,11155,8165
19349,18876,19857,22328,17961,19860,12539,17960,20971,19864,19351,15601,20989,18869,17508,9310,23294,20970,8736,5763,3383,19444,22231,23284,6320,15594,19342,19347,19343,28244,5486,21619,17501,19918,21604,13644,21085,21652,20992,22754,18904,14657,22780,19861,19886,3163,8166,15107,20472,23295,6912
22754,19860,21604,17028,16075,23284,19856,22217,26530,18866,28244,17958,20971,21581,20395,22749,19899,27338,22234,22231,21602,18886,18973,27441,19365,23286,20372,22769,17950,20472,20989,26554,26611,24449,25976,22246,27283,15114,22211,21601,22780,19942,18872,28089,20983,18871,19368,23321,27306,22795,24490
15110,8162,11610,11606,16530,9995,15598,14656,14145,9317,8735,17019,16067,16069,15600,14162,15599,15594,14657,8465,16076,4529,19901,17009,15601,4982,18407,17048,8736,17508,9655,12539,8732,7517,18430,21604,19347,10769,9316,18427,16541,11155,19867,6909,18871,8165,8737,8464,15113,6912,6320
8166,5486,6320,6912,3614,8737,2498,5763,3383,10768,21607,3156,9310,13644,15601,9629,13635,27324,28104,26525,22728,3163,17478,12048,27427,23260,26618,19864,2943,7226,19861,17960,30815,9628,25841,23294,29038,24477,9996,22219,12539,20989,8734,21085,8732,4529,18876,16064,28217,27442,25076
18407,19375,8739,18410,21104,23943,17008,16538,17484,17955,18910,7856,18912,21012,19867,15108,18888,18415,17975,20423,15107,20479,7227,19387,23282,19943,3387,9321,17960,18886,18871,19373,19368,19351,17961,16541,18869,19888,17501,18865,18895,19918,19376,12552,25166,16066,9319,8168,1392,20381,17533
9317,8735,8162,15110,11155,9995,11606,14145,8464,11610,9316,8465,9655,15599,14162,9318,15111,14704,4097,15628,8479,9997,6033,14656,6909,8165,7222,8185,15598,4107,8736,5508,19963,7517,19347,12050,17048,8747,5502,11186,4529,8739,8737,10022,15600,18925,12539,10399,10773,10770,10368
4529,8166,6320,6912,893,5486,3383,5225,15601,10768,4305,8737,5763,3614,11152,8735,13635,8465,10769,7860,9310,15594,3619,7226,7851,8165,2498,19343,12539,13644,4092,6632,6923,11154,3163,9629,22219,17478,17020,7517,5217,17508,3156,16544,6623,23294,19861,3883,9995,11167,14657
18871,18886,19365,20983,19899,18422,19337,20972,16075,18424,20970,23300,23320,21594,20372,19898,16064,21607,20403,17486,19865,18875,18889,21601,19892,21604,20400,21593,21634,18413,20999,18869,19845,16076,20411,17991,6912,20989,21610,27258,19350,17009,18430,19339,25990,20955,26581,22795,19850,18908,18887
893,4529,6320,3383,4305,15601,8737,8166,3614,10768,6912,5486,5763,3156,13644,4750,13635,9310,11152,398,1221,1220,5225,3163,2498,17508,1610,6923,16544,905,2739,7226,673,21607,18904,644,9082,4092,1823,2733,19864,8500,7514,2045,17960,7861,6628,4975,5761,2959,3629
17957,17023,18902,19873,18899,21645,8749,17495,15644,16574,17073,22762,8742,18452,12576,16552,17075,18890,16547,23862,23845,4097,20393,17032,18950,17543,7221,17516,19377,8739,16078,20974,17109,6033,18406,25898,4327,17944,19345,23453,23276,17515,18441,20532,22294,16542,18409,16081,6055,19911,17089
17958,18870,22234,20395,18472,21581,20414,16549,20398,19888,20971,17950,17961,15114,19852,18876,16075,26530,26505,17480,18872,28244,26611,11159,21602,18889,18861,17501,15609,21652,27244,19857,20970,17513,26592,20989,20372,28937,16528,18869,18881,18866,19342,19856,19849,21592,20958,26534,17952,19334,17943
23942,23295,23937,23320,23324,25364,27258,27407,17988,18904,22734,26579,26527,18875,6320,18913,23335,25933,22769,26558,20444,19347,26487,28890,20365,22767,17960,25918,23317,20358,27348,22743,24484,22795,24526,20373,19865,23294,21639,15601,22205,26489,21610,23961,9629,19339,20983,23956,18409,22250,20971
27347,17489,20964,27384,21599,25321,26638,26583,24478,20370,17488,18868,20965,27420,28850,20963,27402,17953,23283,27449,17017,20962,28192,29887,21618,36810,19340,22214,16066,27231,18865,31864,17954,19858,31829,18411,26566,43257,21598,28118,18874,25827,17496,19375,17007,20381,21597,22751,25998,23943,17975
22755,23299,22770,26581,20377,21634,26489,19337,20955,18413,21610,20999,22767,27311,22197,20967,23300,18886,28083,27431,26672,23272,25049,18871,19892,20400,26651,21591,17022,20983,20550,21605,16532,27328,27313,22772,27407,20367,27444,22768,24472,23274,25934,23319,20970,18424,21594,17486,17029,18422,26659
16532,18417,17486,17037,17029,14161,18424,20428,17979,16085,21065,19356,23319,14148,20367,19924,20983,19389,20970,18875,18889,17011,20955,19339,19850,19906,21591,18418,21018,20992,18422,23300,18918,15109,28990,21652,19333,26499,21616,18862,21634,27337,13080,16544,12540,28048,21610,26016,23933,25934,20372
17959,18408,19344,19892,20385,16532,16076,17967,22755,18871,21065,19337,19875,18424,17499,19356,17486,20993,22770,18886,17955,19898,12541,20377,20955,15121,19943,20368,19918,17501,14658,13631,4979,15613,18410,12053,17494,22197,23299,18972,19391,21635,17484,13077,13080,18430,12573,16083,13647,20550,20974
18408,17959,16532,19892,18972,18424,19906,20992,18871,16076,21065,17486,19918,19350,17494,19356,20428,20550,17509,21634,18935,18417,22755,19344,17967,18869,18886,17955,19389,21018,17009,19898,20970,20472,17484,17037,20495,17501,22757,18422,18430,22770,18875,21743,23319,12541,17029,13093,22222,20955,20974
22756,22755,20377,22197,18413,19872,26672,23299,27273,18405,20972,17499,19337,26576,23938,26622,22767,27439,20413,16076,23272,26577,25977,21634,25848,17972,16529,17016,27313,25903,20967,28075,29050,25883,26537,22768,20993,19902,23844,28864,23325,19344,21596,23274,26598,22770,19391,22772,28176,26640,29949
18409,18875,19902,20479,18422,19865,17979,19850,17486,19339,18887,18424,20411,21610,20983,18417,19337,21593,18896,21591,21694,19352,17955,23320,17479,20961,19350,20372,20376,20428,20970,20991,21634,19924,18430,19929,23298,18886,23983,20412,21596,21590,21616,23312,18869,18405,15109,18889,19356,22248,25990
18872,21592,17481,18889,18861,20954,26530,21602,19334,18399,22234,20372,30795,28937,20414,31843,30816,29954,26505,23860,17943,29830,27234,30810,23933,31818,28904,22211,22217,28130,14662,19849,22726,20961,19924,17010,16523,20989,22208,20970,29936,21579,27342,30969,15109,31827,32879,19845,20376,20983,30962
16070,17958,18870,20971,17961,15114,18876,16072,19857,17501,17960,18866,22234,17952,19852,16528,16075,19856,18872,26611,26530,11159,21581,19387,17950,16549,17497,20989,19351,20395,18886,18869,20398,13635,17480,20414,25976,18881,17943,19899,27326,6912,20970,17513,15601,28212,19860,9310,27244,10768,18889
18873,13634,10386,19888,27244,15114,16549,19331,11159,18870,26592,18881,22234,12585,17958,17513,20395,17501,27335,17480,832,18470,8478,20958,17051,17964,21581,20414,22878,7287,15609,26714,18861,19849,20362,25060,11150,16117,31043,5765,21035,26505,12581,19862,26611,6324,16523,21115,28084,16520,17026
18410,19888,17955,17484,15107,19376,15108,16066,17623,22248,16117,17964,18865,20980,22247,19375,17480,19948,11151,13080,11156,21115,18469,20423,20395,20425,17008,19992,20420,18869,17975,7227,16575,13633,20479,9313,15121,22234,20364,17520,17007,18415,19337,20993,20416,11159,17051,1221,21618,21626,27439
19863,18910,21618,19341,21597,18868,20381,19859,17488,18411,20396,20962,18874,17953,20370,21048,17975,19867,23351,23943,19954,20963,18415,17017,21746,19340,17007,22226,23301,28192,19373,25827,17489,21599,27411,27231,26566,17954,25770,22751,19407,21696,23349,21016,20965,21019,19940,24478,20964,20419,19419
23943,23950,21618,18415,18910,18411,18407,18410,27411,17007,17975,19373,25827,26439,22226,20975,19419,23283,25256,19863,16527,19375,21104,17008,20381,24547,24478,20425,21019,17488,25847,22250,19867,17017,18869,26738,26638,18874,21012,17489,20479,28152,27347,27231,23282,25874,22248,21048,25158,25166,18865
18411,18415,21618,18874,17489,20965,17017,18910,19373,17488,17975,20370,23943,17008,20396,19419,17953,16527,19863,19340,23950,21016,20381,19375,20964,19854,25827,18868,16065,17007,26583,19867,18869,18865,17955,16077,20987,15107,27347,18410,19858,19341,17969,18421,20962,21104,21017,21599,21019,17496,21598
18874,21618,17017,18411,18415,17488,20965,16527,20396,17975,20962,17489,19340,18910,20370,19373,20425,29887,17953,23283,21599,18865,18868,21597,15107,19854,20381,27384,17955,19863,31864,16077,14151,18869,18433,22751,15108,17496,19419,24478,20964,16066,21017,19859,21019,36810,21598,19407,19375,17008,22226
21608,21085,19864,22219,22758,23360,17478,20952,8737,19861,20443,15601,5763,23928,3614,6320,13644,9310,6912,10768,26618,25041,21607,23940,8166,25777,22757,26525,3383,25203,29840,12048,17960,5486,13635,22780,28104,23293,22246,19922,24562,23356,3156,19343,21604,21619,25984,23387,27324,23294,23284
22757,23825,20970,18869,23284,20989,23319,21619,22225,26530,26499,19918,21652,18889,28212,22780,21602,18876,22217,20398,20992,25988,27407,18887,19857,8737,5763,28244,28089,23902,22234,19899,19342,20983,20971,27390,20372,21579,18872,17955,21018,21607,23320,23933,15107,20395,17029,27360,28206,26505,19334
27348,28074,28071,30785,29854,27258,21607,30874,26527,27445,28096,29814,27233,29047,20358,23320,5486,8166,27338,6912,27324,9629,31003,25871,25933,27407,16064,27444,25067,29036,31778,28040,25990,22191,29969,23937,27403,29868,23316,6320,28884,18875,30971,29775,27344,8732,9628,28873,26618,27427,28966
27349,27264,27343,26517,26528,27416,26545,27284,26617,28041,28050,27332,23291,26560,27425,26554,22208,27383,27245,27247,23882,27379,27360,28863,26584,22769,26481,26537,25865,27317,21601,26642,25822,28200,29855,26477,20372,28216,23285,23284,26563,27338,28161,25785,27270,28085,27306,22234,23304,28089,21737
17021,17499,17972,12546,18406,17032,19875,12555,17500,20377,14665,17977,12055,19344,13647,19391,22197,12553,11612,17983,16540,21635,17940,16090,12556,6911,17016,6319,12053,20401,16542,18413,13638,14672,12545,18401,9328,10765,19337,4979,4307,16543,18890,16076,23299,17942,10761,4303,13631,20967,17483
16071,13097,8769,9356,13684,9357,11640,8508,11191,32192,6946,7540,17956,8771,8482,11196,13681,14188,10402,6048,9089,9087,9051,8204,6353,11661,8525,13123,14676,7893,7542,10020,9314,11655,8504,14171,9036,3900,10032,13671,6355,2956,12052,34093,14184,8511,6938,14727,10419,7559,8171
10357,11608,7853,12555,5764,6625,5484,8463,15119,3158,12055,10765,16525,12546,5766,10761,6910,6319,19982,16529,9026,5483,4528,3389,17026,12545,4527,9033,4523,4976,4103,7855,21621,8744,13638,9328,11156,3167,8738,14675,10795,9022,17016,6907,6939,6032,4308,8161,13657,10763,6327
20373,19350,18875,19899,19865,18869,18886,18871,20992,18430,18422,23320,20983,21652,18887,21634,19364,19864,20444,21743,20479,20472,18417,21616,27258,19860,19367,20970,19335,17979,19389,20972,22795,19342,19365,18913,20971,21607,19892,23319,17486,22757,19374,23300,21604,18424,19878,18919,20412,18876,21606
19350,18869,18919,18875,19335,21652,20992,18417,23319,19865,17486,18887,19356,20373,21616,21057,18424,20983,20398,18422,20970,19342,20479,19942,20372,19906,17979,18884,17037,21743,18918,18871,19899,21619,27258,18886,21701,19339,20419,19374,18430,20428,19333,20971,21601,16532,19924,21602,18876,20472,23300
10769,7222,12539,4529,11186,11154,8735,11606,6320,7851,8465,7860,6912,10768,8737,9655,13635,8166,18886,9318,6623,15601,15594,6632,10384,8732,3383,19899,7226,3619,18871,19365,8165,8162,9310,8736,5763,7856,6040,21604,17509,5486,17009,3614,8734,9995,14704,9316,9997,10368,11636
9318,8735,10769,8162,19899,17509,18886,19892,11167,17009,16532,10770,6912,18869,16076,9317,18408,20974,21604,17486,18422,8732,18871,11606,17959,7222,14658,19350,10768,22757,20970,5485,18430,25845,15601,20372,9629,17022,19877,16541,19365,17494,20972,8737,12568,14168,20507,12539,18887,13076,6320
13635,3614,6912,8166,6320,15601,5486,10768,8737,3383,5763,9310,17960,21607,9629,13644,16544,19864,2498,3156,12540,3163,17478,2943,20983,11152,27427,12539,23320,18876,18875,22219,4747,27324,21593,20970,15594,8732,20989,17508,18887,7226,19342,17943,19857,22728,7517,23260,18889,17961,19339
16072,17960,17961,17501,13635,15601,19857,10768,16070,20970,3163,19896,6912,3614,20989,18876,20971,8737,19850,17958,16544,5763,15114,16520,19387,18410,8166,6320,17497,22770,20955,21035,27244,23902,19337,20376,9310,11159,17950,18870,22225,18889,14667,21591,19888,28129,17955,16075,28244,15609,13644
17960,17961,18876,15601,13644,19864,9310,13635,19857,6320,5763,6912,10768,8166,20971,21607,16072,20989,8737,20970,3614,16544,17508,19342,5486,3383,19861,3163,18048,22219,18889,17478,18904,20398,28129,2498,12540,9629,21652,28244,19918,27427,20983,19924,2943,22225,23294,19343,19860,27324,20479
17961,19857,20971,18876,17960,17958,20970,17501,18870,19342,19351,20989,21581,18889,22234,19387,18869,21652,19852,27244,16544,20479,21035,28244,23902,20398,23932,17955,12540,22225,17950,15609,16549,26505,18872,16072,26530,17943,19339,2943,19918,20983,18861,21592,16075,19849,19924,19888,19942,28937,19334
19864,22758,15601,21085,22219,21608,17960,9310,6320,17478,19861,21607,3614,8737,6912,8166,13644,13635,5486,5763,10768,3383,20443,18876,22780,20952,12539,15594,21604,20373,28104,9629,27324,23294,26618,19860,8732,12048,20989,3156,20983,23928,23320,23360,20971,19342,23260,2498,18904,27390,23293
22758,19864,22219,21608,21085,15601,19861,23360,20443,20952,6320,17478,9310,13644,8737,5763,23940,25203,3614,8166,23928,6912,24606,21607,10768,26618,25041,23293,5486,17960,3383,26525,27324,28104,12048,22780,5225,12539,15594,13635,29840,21604,22757,24618,30815,24619,22246,27442,23316,24446,24562
19351,20971,19857,19387,17961,18876,17542,17533,18870,17960,19942,20970,17958,17952,19342,20479,17501,18869,19852,21581,20398,22234,20472,18886,23282,18437,21652,17497,22780,19350,18048,19860,24468,20526,22757,28244,18973,21035,18871,15114,23284,18872,18928,17955,20992,19909,20989,9310,19888,20425,20372
18875,19865,19339,21610,17979,19924,20983,18422,21591,19350,18424,19850,17486,23320,18417,19333,27258,21594,23319,17037,21634,20970,23300,18871,18889,18886,17029,25067,20411,21593,16532,18418,16064,27407,19342,27337,18887,16085,20479,26489,17943,12540,20999,28879,22225,20372,21652,19334,2943,21607,20373
19865,18875,21610,20365,19352,18422,19339,17979,19350,18871,20358,20972,16064,20373,20983,19898,27258,18913,23320,18887,18424,21591,21634,18886,19924,18430,21594,18413,20970,17486,21607,19337,19850,25067,26527,20411,19845,19333,20479,21596,18417,18409,17991,29854,23326,22225,25990,23319,29814,21023,23937
19352,19865,20365,18875,18913,18423,19871,18422,19898,18887,18871,18409,20358,18430,21023,21610,20972,18413,17989,22250,21639,20373,17479,20403,17509,19337,21634,19350,18886,26527,20984,20975,20444,19845,21055,27258,21596,19892,19339,19902,21593,20411,20983,19354,20413,20377,19364,25990,20960,19365,22205
19866,21012,13076,20445,20975,18910,19354,22244,27408,18905,28144,20412,18912,18888,23349,20971,13079,11147,16537,19963,19867,15619,12552,21074,19908,19901,28152,19381,20526,23269,23405,23943,20978,18411,21626,18908,20996,19863,18954,28105,24551,17031,18886,19961,22737,21674,17066,18409,17975,21696,23329
19867,19375,17975,21016,20381,19940,16538,20965,22226,20370,20396,18888,21618,21104,17489,19407,18415,20425,17008,22345,17017,21048,19419,18433,17994,19376,21019,17969,19854,18910,18411,19373,17488,18407,19359,18869,17953,23950,17484,17007,23283,21097,17955,17954,19863,24589,18865,18410,20423,27411,17496
17022,20955,26581,19337,20983,21596,18886,20411,18424,19899,18889,17029,20367,20961,19365,17486,21594,21605,19850,19924,18413,18422,19334,19339,23300,22755,20970,16532,23933,22770,26659,26530,27431,20372,17991,18859,27337,18871,20377,22225,20369,21590,27407,18875,17945,21593,20989,20400,22211,17487,16075
21609,17022,19899,21120,19365,21062,18886,21074,18884,20955,20978,15628,21602,21601,19909,17048,18887,20372,19892,19364,27445,20979,20411,31846,21596,20405,26608,10776,17509,19955,21655,21590,20472,27338,18424,18872,41692,17009,23316,8735,22252,20983,22188,28043,18889,18871,27285,14658,23298,23961,20972
27352,27283,29841,26522,28972,28110,22252,26539,22754,28125,28213,31844,26477,27310,28863,24555,28089,31851,27264,22257,27441,27360,26642,26513,23349,22757,30841,23284,27349,27306,22231,25869,24522,28926,31780,23840,23306,26554,26611,23297,30936,34059,29018,28131,21601,29021,25153,26620,25988,27408,23953
27353,25032,27361,26460,25074,27403,25801,27348,21023,23949,26541,26487,30808,29022,30953,27452,28876,27316,20365,28062,28187,25195,23971,23937,25974,27278,27445,28895,30867,28869,22842,22239,26564,29846,28847,25919,24475,27378,29045,28199,19970,27235,26527,28095,19898,26703,23944,29805,22781,21639,27319
27354,27313,25759,28083,27387,26587,25259,22755,26687,25989,27311,26024,25934,23274,28953,26577,21591,24570,27292,22772,27330,25073,27415,30839,26016,23326,26672,28864,19389,21623,27286,21610,22750,25165,22197,28073,26489,23299,28226,23839,29050,26542,28128,20988,27407,28075,22770,28176,28976,25067,27439
19868,19376,20423,14151,8468,14696,16575,20980,15617,14731,15643,19948,9035,13112,18410,17518,23337,19992,18469,16117,15107,13661,24589,23331,17623,8159,8472,28410,16066,11156,16556,19407,19433,21108,21724,16538,19990,13665,30138,19949,15108,22247,15650,22248,13709,1399,17484,12580,15123,20425,19888
11156,13633,9313,15107,8466,15108,19862,22248,16066,11151,17955,13080,17013,19888,17026,17964,14675,10007,14147,14662,7850,29918,6620,12542,29872,13661,11608,26646,22841,16523,16063,18865,15103,12545,20362,14163,8160,18907,22225,9026,28194,26609,10763,5766,18410,17520,15617,17484,7227,28238,18469
18876,19857,19342,20971,18869,20970,18872,17961,20989,18889,20398,22780,20983,18887,17943,21602,22225,17960,21652,26530,12540,21607,2943,21592,22234,17958,23319,28212,19334,26505,19924,28937,27234,23284,18861,21581,19339,9629,28206,20411,29942,20372,21579,23933,3163,27407,22217,19860,30795,19852,16075
22221,24390,18876,21608,22780,24619,23308,23360,22219,22216,22246,21619,23955,26628,23387,24562,23293,22757,23940,20382,19349,22758,21107,25030,23986,23960,23329,25213,23292,19857,29031,22328,27403,19886,6320,22779,21092,31851,24618,21699,30767,23316,9310,20443,23284,21604,27420,28972,19864,19955,29827
16073,8164,17969,19393,18910,7856,19918,8471,17494,8739,21618,19376,19375,22757,18895,17007,18408,10393,23329,22310,18869,18888,20970,26738,8168,28125,21048,27231,19892,17955,20988,21067,18407,11147,7881,17486,17508,19899,17484,19867,17975,19389,13101,21598,16541,20423,17959,9631,15167,18904,17051
27358,26542,27286,31056,27313,26720,26577,31821,26672,27321,27428,26587,23886,26544,26640,25759,31002,26024,28075,23348,26687,27439,20980,26627,25926,22750,29905,30916,28176,26696,26662,25989,19949,23299,28293,29838,25259,22756,27404,27557,28208,26626,26588,28127,27455,26576,25239,26004,27377,25073,24570
27359,27273,27439,30027,26672,23845,26576,26500,26542,27292,26640,26487,23326,30781,25775,26608,27317,25949,29003,23949,26577,29059,27328,29050,26579,28073,27413,27313,27385,27233,28133,30839,27270,27460,26559,28169,27372,20413,27278,27453,26024,26587,22239,22777,28163,17023,26468,21023,26622,29911,28858
27360,30772,20414,28089,26611,25739,22234,28937,28860,22208,31818,26530,31885,27379,26505,26517,32833,20395,26528,20372,32982,28212,18861,18869,29028,27425,24468,26584,18872,31822,30795,25822,28206,21601,23284,18918,32887,20954,25129,31841,30770,30816,19852,18889,25785,33991,25144,21602,30810,32879,32863
27361,27353,27278,28043,35236,26457,9644,25767,35268,10791,26572,28890,27403,26465,27346,22781,22239,27348,28876,27400,26552,16574,6643,28074,20984,32802,23316,29805,19388,27316,21659,29886,29969,29120,31863,23322,27450,20494,27434,20365,26541,23962,28126,31789,28062,28199,31952,8464,8772,23277,29775
27362,27319,28037,27345,23314,27368,27246,27341,27340,27420,24507,27384,25364,20444,20492,28228,26464,23897,28086,28915,22792,26583,24659,26491,25190,28881,28108,28134,28137,27392,27315,27417,28914,29784,29815,23293,30780,18919,20524,28040,24517,21086,29870,24515,25745,19877,28167,27347,21743,24536,23313
27363,23953,27341,22787,25828,26680,23854,24482,17971,22817,27299,27243,21018,22282,27362,25866,27349,20979,22779,29960,27416,29800,28935,27368,28228,31919,28157,22236,30755,22233,23313,23960,18884,25040,24500,27392,22757,24536,28963,27332,21691,38220,30796,31807,24559,28110,26450,28055,28213,28998,26601
27364,26024,27313,26614,26672,25851,28163,28075,27459,25903,20377,27415,23276,26587,22213,23326,28107,30033,29020,27557,24510,23277,23886,26734,27354,22767,25989,17972,23299,29050,22755,25165,28069,20990,21610,27438,27321,28223,26577,26662,26687,30939,27329,28083,26640,27413,30839,28226,23938,26696,22768
20969,20415,18867,20980,18909,17501,18895,2283,22800,18908,17972,15621,19953,6324,12552,17980,19926,7223,15141,15619,20361,14661,13631,24412,7861,23969,20968,13639,22740,19387,26030,22197,17974,17497,18410,1608,17483,22767,23299,13637,23901,22770,26672,19344,21588,17500,7227,11159,13634,20395,23909
20970,22225,18889,20989,20983,19924,19334,18872,26530,26499,23933,23319,21602,17029,19339,21579,22234,23902,12540,17943,27234,18869,21592,18861,19850,26505,27337,20372,28194,20955,28937,28212,28130,17013,17011,21652,28206,22217,20961,30795,29830,16520,14662,20954,23284,16523,2943,19342,28109,19849,29048
4976,5766,7225,6624,3872,3158,4523,2738,2042,13077,4303,4103,8177,9313,6913,3386,6939,7855,7231,6906,8160,7850,7537,5219,4098,1216,5483,6620,9630,6940,14163,8463,3615,4527,8466,4093,6625,5491,9309,717,4974,7518,13103,3379,18907,5484,15119,17026,14675,11156,1822
15111,13077,10358,6913,9630,5489,6321,7224,3615,2272,3159,2273,7225,3386,4098,3872,18962,4561,972,4303,11611,835,6325,1827,6318,2738,4314,14672,4976,17032,12546,4984,4128,12602,17959,5507,10004,4330,5006,6906,16084,2499,16081,10369,17075,14156,16076,19391,6908,14666,4318
13077,9630,15111,6913,7225,4976,7224,3872,3615,3386,2272,4098,4303,2738,10358,2042,3159,8468,17075,5766,3158,10007,4561,4523,6624,5489,1827,13103,835,17552,5772,4093,4318,9033,7231,6906,14205,6335,7537,6321,4307,1225,4542,4091,13647,9686,12573,7855,1610,9313,4750
11611,10358,9630,15111,5489,2272,3386,2273,3615,6913,1827,6321,13077,6325,4561,3159,7225,7224,4303,4098,3872,15138,4762,8764,6906,4976,18922,4093,4542,398,7221,2293,2042,3613,13136,1398,13118,9033,7853,5003,2738,10004,21062,22812,9666,4975,8491,4997,4523,8177,7537
10358,9630,11611,15111,13077,6321,3615,7225,6913,2272,7224,5489,3386,4303,4976,1827,4098,2273,3872,3159,6325,2042,3158,2738,6906,3382,15138,4523,10824,972,10004,6033,6624,5766,6319,9324,5493,7863,4561,14189,9033,9309,10792,13103,14206,2972,2739,4979,8175,4093,7242
9630,10358,13077,7225,6913,6321,4303,3615,3386,4976,3159,3872,2272,15111,7224,2738,4098,1827,11611,5489,972,2042,6906,4561,3158,4775,2273,6624,5766,4523,6041,6325,7239,9033,3624,9313,2946,4307,4308,9309,7231,6662,5770,17552,4531,4091,8764,4542,7855,4108,3633
